AIR TEMP,RELATIVE HUMIDITY,SOIL TEMP,WIND SPEED,WIND MAGNITUDE,WIND DIRECTION,WIND SD,RAD FLUX,PRECIP
69.2,88.9,71.1,8.5,8.1,151,18.1,0,0
68.1,90.4,70.4,7.1,3.4,180,58.7,0,0.01
66.8,95.4,69.9,5.9,5.5,105,22.6,0,0.08
65.2,97.2,69.4,6.3,4.2,113,47,0,0.11
64.5,98.8,68.9,6,5.7,130,18.9,0,0.12
64.3,97.8,68.5,7.7,7.3,113,17,0,0
64.3,97.6,68.1,8.7,8.4,133,15,3,0
65.6,93.3,67.8,11.1,10.9,143,11.5,112.7,0
68.8,85.1,67.6,13,12.7,142,11.8,195.2,0
71.3,81.8,67.6,15,14.6,139,12.6,462.3,0
74,79.8,68.3,17.1,16.8,147,11.3,504.1,0
76.3,79,69.6,17.7,17.4,154,11.4,619.2,0
78.8,76.7,71.5,18.7,18.4,162,10.7,706.1,0
80.7,73.9,73.9,18.9,18.6,166,10.8,749.1,0
82.7,71.5,76.2,18.3,18,168,10.8,734.4,0
83.7,67.6,78.2,19.8,19.5,169,10.3,641.6,0
83.6,64,79.6,16.8,16.5,174,10.1,436.2,0
79.7,71.2,80,12.6,12.5,169,9,57.1,0
76.9,76.5,79,12.2,12,160,9.4,20.9,0
78.7,73.3,77.5,15.2,15,163,9.3,112.7,0
77.4,74.8,76.3,13.7,13.5,170,9.7,10.5,0
75.5,77.7,75,12.7,12.5,173,9.8,0,0
74.3,80.9,73.9,9.6,9.5,181,10.5,0,0
71.8,85.4,73,8.1,8,195,11.3,0,0
71.9,83.5,72.2,6.8,6.2,212,23.2,0,0
70.8,85.4,71.5,6.4,6.2,228,15.5,0,0.03
70.6,83.3,71,6.6,5.6,238,31.3,0,0
69.4,89.7,70.5,3.8,3.4,229,25.3,0,0
69.4,85.3,70,10.6,10.4,341,10.8,0,0.01
66.6,88.5,69.5,4.8,2.9,275,51.1,0,0
65,93.9,68.9,3.1,2.4,264,39.3,21.9,0
69.8,83.4,68.3,3.8,3.6,315,19.1,158.5,0
72.1,77.7,68.1,8.5,8.4,349,10.8,316.2,0
73.8,74.9,68.3,8.8,8.3,357,19.9,469.2,0
76.2,70.6,69.5,7.2,6.3,11,28.4,607.2,0
77.8,67.6,71.8,9.1,8.5,356,21.6,663.9,0
77.5,63.7,74.3,14.9,14.6,348,12.5,724.1,0
77.9,57.2,76.2,9.5,8.5,5,25.6,792.1,0
78.8,50.1,78,9.1,8.1,23,26.1,805.8,0
78.4,47.9,79.4,7.7,6.8,8,27.9,477.7,0
77.8,45.4,79.5,7.4,6.5,14,29.1,499,0
77.2,46.1,79.1,5.7,5,23,28.6,341.3,0
77.2,47.2,78.4,4.8,4.3,5,25.8,271.8,0
76.8,46.6,77.1,5.4,5.1,350,19.2,147.6,0
73.7,58.6,75.7,3.4,3.3,348,15.6,26.1,0
68.9,76.9,74.3,2.4,2.2,339,22.2,0,0
66.4,85.4,72.9,2.6,2.4,323,19.9,0,0
64,92.9,71.7,1.3,1.1,260,28.3,0,0
62.7,93,70.6,2.4,2.3,289,14.1,0,0
62.8,89.4,69.6,3,2.9,278,15.7,0,0
62.5,89.9,68.7,4.7,4.5,286,16.6,0,0
63.4,86.8,67.9,6.2,6.1,288,10.9,0,0
63,85.8,67.2,7.1,7,292,10.9,0,0
61.8,88.4,66.6,6.6,6.5,294,10.1,0,0
62.2,86.3,66,6.1,5.9,282,14.7,23.4,0
65.5,79.9,65.6,7.3,7.1,285,12.8,166.2,0
70.1,68.5,65.4,10.1,9.9,308,11.9,327.1,0
73.4,61.5,65.8,10.6,10.5,321,10,485.9,0
77.1,53.6,67.2,10.5,10.3,321,12.5,629.5,0
79.8,44,69.9,12.1,11.9,335,11.6,736.2,0
82.2,33.4,72.9,13.8,13.6,333,11.4,798.9,0
83.6,31.1,75.4,13.4,13,333,13.6,814.4,0
84.7,29.4,77.5,12.2,11.8,320,15.1,795.5,0
85.4,29,79.4,10.2,9.7,323,18.3,726.7,0
86.3,28.5,81.1,8.5,8.1,328,15.9,621.8,0
86.5,27.1,82,9.1,8.7,317,15.8,481,0
86.1,27.4,81,9.2,9,317,13.5,321.8,0
84.7,30.5,79.3,7.1,7,309,10.7,159.4,0
79.9,47.9,77.6,2.9,2.8,311,12.6,27.2,0
72.8,66.9,76.1,1.2,1.1,266,27.4,0,0
69.8,83.8,74.6,1.3,1.2,280,23.9,0,0
69.3,70.2,73.2,2.4,1.5,254,49.6,0,0
65.4,78.9,72,3.3,3.3,229,9.2,0,0
64.4,80,70.9,3.6,3.6,223,6.8,0,0
63.3,81.8,69.9,3.6,3.6,229,6.8,0,0
62.1,83.5,69,3.9,3.9,232,7.7,0,0
61.9,83.5,68.2,4,4,225,7.6,0,0
61.5,85,67.6,4.5,4.4,225,8,0,0
61.7,86.3,66.9,4,3.9,212,14.6,25.5,0
66.7,80,66.5,4.7,4.6,227,13.3,168,0
73.4,67.4,66.4,7,6.8,233,12.7,327.7,0
78.1,58.8,66.8,6.6,6.4,237,14.3,486.1,0
83.8,47.9,68.6,6.9,6.7,225,15.7,626.9,0
87.7,38.1,71.9,7.3,6.9,224,19,734.4,0
90.1,32.3,75.8,8,7.5,224,19.6,798.9,0
91.8,27.1,79.6,6.4,6,219,21.3,821.3,0
93,26.6,82.9,8.1,7.5,206,22.5,798.9,0
93.8,26.3,85.6,7.8,7.3,229,19.9,730.1,0
94,26.9,87.4,8,7.6,225,17.9,619.2,0
93.8,29,87.9,7.7,7.4,235,14.8,477.6,0
93.5,29.9,86.6,5.6,5.5,234,11.6,319.7,0
91.8,34.6,84.7,4.3,4.3,226,10,160.9,0
85.6,53.8,82.9,3.5,3.3,185,18.1,26.2,0
78.7,61.9,81.1,4.2,4.1,198,11.4,0,0
75.4,70,79.4,4.7,4.6,176,13.6,0,0
72.6,74.3,77.9,4.4,4.2,193,14.9,0,0
70.4,77.6,76.6,2.8,2.6,200,22,0,0
68.5,82,75.3,4,3.7,214,20.7,0,0
68.3,81,74.2,5.4,5.3,229,14,0,0
68,79.3,73.2,5.9,5.8,243,9.5,0,0
66.8,81.8,72.3,4.8,4.5,236,18.9,0,0
65.2,85.2,71.5,2.9,2.6,242,27.1,0,0
66,84.6,70.7,4.7,4.7,240,8.8,21.1,0
70.6,77.7,70.2,5.8,5.7,244,9.9,161,0
78,66.7,69.9,6.3,5.1,273,35.9,324.2,0
83.2,55.6,70.3,3.7,2.9,355,37.5,476.9,0
86,50.6,72,2.8,1.9,4,47.1,612.3,0
89.2,49.6,75.1,3.1,1.8,138,51.6,723.3,0
92.7,43.3,78.7,7.4,6.7,188,25,787.8,0
94,35.4,83.2,12.1,3.6,173,68,846.2,0
94.1,34,84.9,12.4,12,182,13.7,737,0
93.3,33.6,86.5,13.3,13,178,12.3,669.9,0
90.1,42.2,87.5,11,10.8,174,10.8,273.1,0
85.9,53.1,87,8.3,8.1,166,10.8,96.4,0
85.4,54,85.6,5.9,5.6,142,16.2,39.6,0
83.8,55.6,84.1,4.8,4.6,117,18.9,5.4,0
78.4,64.8,82.6,11.4,6.5,3,53.1,0,0
67.6,93.8,80.8,15.2,14.4,356,18.5,0,1.221
65.2,97.4,78.3,12.8,11.1,15,30,0,0.751
65.4,96.9,76.3,12.9,12.4,52,15.1,0,0.12
65.6,98.1,74.9,11.2,10.4,65,21,0,0.07
65.5,98.4,73.9,10.7,10.2,89,17.4,0,0
65.5,98.4,73,7.4,7.1,93,17.2,0,0
67.1,98.4,72.3,8.6,7.9,136,22.4,0,0.05
67.7,98,71.8,9.7,9.4,158,12.5,0,0.04
67.9,97,71.4,4.2,3.7,135,26.9,0,0
67.7,97.7,71,8,7.8,135,13.1,0,0
68,97.4,70.7,6.6,6.3,130,17.6,59.8,0
68.7,95.2,70.6,6.2,5.8,127,19,75.7,0
69.9,92,70.7,6.4,6,130,19.3,137,0
71.1,90.3,71.1,3.5,3,126,29.4,80.8,0
72.9,87.1,71.5,4.1,3.5,356,30.6,329,0
75.6,81.6,72.6,7,6.6,327,17.7,661.3,0
75.1,83.4,75,11,10.8,344,10.4,431.5,0
69.1,93.2,76.7,17.4,17.2,352,9.4,248.5,0
68.3,89.4,76.4,11.8,11.3,356,16.1,211,0
67.5,88.9,75.6,13.5,13.3,355,10.9,110.7,0
65.4,90.3,74.7,13.4,13.1,355,12,66.8,0
64.6,89,73.6,11.4,11,356,14.8,43.5,0
64.4,87.8,72.5,11.8,11.5,356,12.4,29.7,0
63.4,88.8,71.6,11,10.5,356,17,0.9,0
61.8,91.4,70.6,12.2,11.8,357,15.2,0,0
61.3,90.1,69.7,9.3,8.8,359,19.9,0,0
60.9,91.9,68.9,7,6.3,7,25.9,0,0
60.7,91.9,68.2,6.3,5.7,2,24.8,0,0
60.7,90.2,67.6,7.6,6.9,2,23.4,0,0
60.1,89.6,67.2,6.4,5.8,12,25.8,0,0
59.6,89.2,66.7,6.4,5.8,13,25.1,0,0
59.3,90.4,66.2,6.4,5.9,6,23,0,0
58.9,92.7,65.8,4.3,3.9,19,25.1,0,0
58.6,96.1,65.5,3.8,3.5,1,23.2,0,0
58.8,96.6,65.3,6,5.9,353,11.5,15.6,0
59.6,92.7,65.2,7.4,7.2,357,15.6,48.2,0
59.7,91.5,65.2,6.3,5.8,10,24,40.4,0
60.7,87.5,65.3,5.6,5.3,40,19.2,101.1,0
61.6,85.4,65.6,5.4,5,43,21.7,134.3,0
61.7,85.2,66.1,4.9,4.2,34,29.9,124.5,0
62.1,85.1,66.5,4.7,4.3,20,24.8,126.9,0
62.9,82.1,66.9,4.8,4.2,359,28.2,180.9,0
63.4,81.3,67.4,5.1,4.8,345,20.8,171.7,0
63.5,81.1,68,3.3,2.8,6,31.7,97.6,0
63.6,81.3,68.2,3.4,3.1,354,22.4,60.8,0
63.6,81.6,68.2,3.8,3.7,349,14.3,52.9,0
63.4,82.8,68,2.2,2,358,21.5,13,0
63.1,85.3,67.7,2.3,2.1,168,22.2,2,0
62.2,91.1,67.4,2.6,2.5,159,14.8,0,0
62.1,93,66.9,2.7,2.7,161,9.3,0,0
61.4,95.8,66.5,2.2,2.1,188,14.1,0,0
61,96.2,66.2,3.1,3.1,223,8.9,0,0
59.5,97.5,65.8,3.2,3.1,202,11.8,0,0
58.1,99,65.2,2.7,2.6,177,16.6,0,0
57.5,99.9,64.7,2.9,2.8,179,16.9,0,0
58.3,100,64.2,2.4,2.3,154,17.2,0,0
58.3,100,63.9,2.3,2.2,174,17.9,0,0
58.6,100,63.6,2.1,1.9,226,28.7,1.4,0
59.4,100,63.6,2.9,2.8,195,16.9,79.8,0
62.1,95.2,63.9,4.5,4.3,230,15.5,187,0
65.5,83.7,64.9,5.7,5.3,204,22.5,434.7,0
67.9,76.9,66.9,6.2,5.7,161,22.6,545.7,0
69.8,73,69.1,5.9,4.9,192,33.9,620.1,0
71.8,69.9,71.5,5,4,205,36.3,582.5,0
73.3,68.5,73.7,6.7,6.4,176,19.3,633.8,0
74.6,65.5,75.4,6.2,5.6,179,25,454.7,0
75.7,63.6,76.2,6.5,6,175,21.7,442.2,0
77.3,59.8,76.6,5.4,4.9,168,23,545,0
77.8,57.9,77.5,4.8,4.2,155,29.5,352.6,0
78.2,57.7,77.7,4.3,3.9,166,24.3,300.1,0
78,58.6,77.3,4.2,4,142,19.3,160.4,0
75.2,69.2,76,3.1,2.9,124,18.1,32.7,0
70.4,85.5,74.6,4.5,4.4,136,14.3,0,0
68.9,91,73.3,5,4.9,142,12.6,0,0
67.1,95.5,72.2,4,4,154,8.8,0,0
65.7,97.8,71.2,3.7,3.6,159,9.7,0,0
65,98.8,70.3,3.6,3.5,165,9.8,0,0
64.5,99.4,69.5,3.6,3.5,143,13.1,0,0
64.3,99.8,68.8,2.9,2.7,137,19.3,0,0
63.6,100,68.2,2.5,2.4,125,17.5,0,0
63,100,67.7,2.5,2.3,135,21.6,0,0
63.2,100,67.2,2.5,2.2,95,28.2,10.2,0
65.9,100,67.1,5.2,5,144,13.4,47.5,0
67.8,100,67.5,6.6,6.4,156,13.4,81,0
70.3,97,68.3,4.9,4.6,163,18.4,175.8,0
72.8,88,69.6,5.8,5.6,165,14.7,174.9,0
75,81.9,70.9,5.1,4.1,159,34.9,382.8,0
77.3,74.7,72.7,4.4,3.7,149,31.7,390.5,0
78.6,71,74.7,3.5,2.5,149,43.3,371.3,0
78.9,71.1,76.2,2.8,0.9,270,66,184.9,0
76.3,76.8,76.6,5.7,4.2,136,42.1,106.3,0
74.4,82.9,76.1,6.8,6.3,107,22.8,190.8,0
75.1,79.5,75.8,6.7,6.3,122,19.3,117,0
70.9,83.8,75.3,6.2,5.9,135,17.4,9.8,0
67.9,92.5,74.3,5.2,4.8,148,20.8,0,0
66.8,94.8,73.2,8.2,8,164,11.4,0,0.12
65.5,97.2,72.2,7.1,3.7,205,56,0,0.09
65.3,96.9,71.3,5.5,4.7,331,32.2,0,0
65.4,98.3,70.6,3.4,2.8,9,35.3,0,0
65.7,98.5,70,3.5,2.9,10,32.7,0,0
65.9,96.9,69.6,5.8,5.6,352,12.7,0,0.01
65.9,96.9,69.2,4.6,4.2,322,23.7,0,0.01
65.7,96.5,68.9,3.3,2.8,323,32.9,0,0
65.2,96.4,68.6,4,3.5,11,28.8,0,0.01
64.4,95.4,68.3,4.5,3.6,14,34.9,0,0.01
64.4,98,68,5.5,5.3,328,13.6,6.3,0
65.8,95,67.7,6.1,6,337,10.6,31.2,0
65.9,95.4,67.8,9.8,9.5,338,12.6,69.7,0.07
67.8,92.4,68,13.2,12.9,346,11.8,185.5,0
69,88.7,68.6,13.6,13.4,352,10.5,354.5,0
69.9,85.2,69.7,8.7,8,2,22.7,334.2,0
71.9,79.6,70.8,7.5,6.9,22,24,532.9,0
72.4,78.3,72.5,8.2,7.4,11,25.7,413.1,0
71.2,79.1,73.7,7.6,6.9,14,24.3,390.4,0
72.4,78.9,74.3,10.3,9.8,358,18.4,645,0
72.3,78,75.5,11.2,10.8,352,15.2,483.8,0
70.4,82.4,76.2,10.2,9.9,354,14.7,242.9,0
71.2,79.3,75.8,7,6.4,5,24.4,275.4,0
70.1,78.1,75.3,5.9,5.3,19,25.3,83,0
68.8,77.3,74.1,5.6,5.3,27,19.4,21,0
65.2,85.3,72.7,2.9,2.4,26,33.8,0,0
62.7,90.5,71.4,1.6,0.8,356,56,0,0
61.5,92.4,70.2,2.7,2.4,351,24.9,0,0
60.8,89.1,69.1,3,2.6,31,28.7,0,0
59.9,88.5,68,3.6,3.5,39,14,0,0
59.4,87.6,67.1,4.1,3.9,53,17.1,0,0
57.4,92.7,66.2,2.4,2.2,3,25,0,0
57.1,91.8,65.4,2.8,2.6,27,24.7,0,0
56.7,91.4,64.6,3.6,3.5,48,16,0,0
56.6,91.7,63.9,3.8,3.5,65,22.5,24.3,0
60.7,87.7,63.4,5,4.8,106,15.3,149.4,0
65.7,75.4,63.4,7.4,6.9,117,21,293.5,0
68.5,62.8,64.5,10.3,9.9,131,15.8,434.5,0
71,56.4,66.2,9.5,9,132,19.2,562.7,0
72.4,54.8,68.4,10.7,10.3,143,16.2,649.3,0
73.5,56.3,70.6,9.3,8.9,154,17.1,700,0
74.6,58,72.8,7.8,7.4,161,18.1,697.5,0
75.8,55.9,75.1,9.7,9.3,154,15.8,686.3,0
77.2,55.2,77.3,10.6,10.1,148,16.7,632.1,0
77.9,55.6,78.9,9.4,8.9,167,18.1,545.7,0
78.3,55.6,80.2,8,7.6,169,16.8,426.9,0
78.1,57.4,80.7,8.5,8.2,162,14,287.3,0
76.9,62.4,80.2,6.9,6.8,164,12.1,149.6,0
73,75.2,78.7,4.9,4.8,162,12.5,26.2,0
69.4,83.5,77,4.6,4.5,140,10.5,0,0
67.5,89.4,75.4,5.8,5.8,152,9.4,0,0
66.8,90.7,73.9,6.4,6.3,157,11.2,0,0
65.9,94,72.7,6.7,6.6,159,9.9,0,0
66.2,95.8,71.7,4.4,1.7,348,64.2,0,0
67.4,94,71,5.4,5.2,303,17.3,0,0
64.2,93.4,70.5,10.8,10.6,303,12.8,0,0.15
62.6,98,69.8,4.5,3.1,53,46.1,0,0.07
61.7,99.2,69.1,3.1,1.1,2,64.6,0,0
61.4,99.9,68.4,4.4,4.3,245,15.4,13.6,0
62.7,99.2,67.8,6.5,5.5,259,30.8,77.4,0
65.7,92.2,67.5,7.8,7.4,324,18.1,268.6,0
68.4,84.2,68.3,6.7,6.5,348,13.8,416.8,0
71.7,76.1,70.1,7.5,7.3,346,14.7,544,0
74.8,70.2,72.4,6,5.3,354,26.8,638.1,0
76.9,65.7,74.9,4.8,3.6,15,41.1,696.6,0
78.2,64.6,77.4,4.8,3.7,45,39.1,642.4,0
78.7,64.6,79.1,5.3,4.7,77,28.8,370.8,0
79.9,62,79.7,4.4,3.7,62,33.2,609.7,0
80.9,59.3,80.7,4,2.9,74,41.9,524,0
81.4,58.1,81.5,4.8,4,56,31.3,493,0
81.3,56.6,81.7,3.2,2.5,82,38.9,244.2,0
80.5,58.9,81.1,3.5,3.2,96,23.5,155.2,0
79.2,66.5,80,3.3,3.1,93,17.3,60.5,0
75.2,77.6,78.6,2.7,2.6,77,20.4,0,0
74.2,82.2,77.3,2.9,2.7,48,17.1,0,0
73.3,85,76.2,3.9,3.6,60,20.6,0,0
71.2,83.1,75.3,5,4.8,54,14.2,0,0
70.1,83.2,74.2,5.4,5.3,51,11.5,0,0
68.7,83.8,73.3,5.9,5.6,57,17.4,0,0
67,86.9,72.4,5.3,5,88,18.7,0,0
66.8,86.1,71.6,5.8,5.4,99,18.7,0,0
66,89,70.8,5.6,5.4,106,15.8,0,0
65.5,92.1,70.1,4.5,4.3,96,20.1,10.7,0
66,91.3,69.7,9.2,6.5,352,43.9,15.9,0.18
62.1,99.2,69.4,7.2,6.5,357,26.1,0.4,0.3
62.6,99.5,68.8,5.1,3,124,52.9,1.5,0.06
63.2,98.2,68.5,7.1,6.7,91,20.8,99.6,0
65.7,92.9,68.5,7,6.4,95,23.5,296.2,0
67.4,86.8,69.2,7.3,7,49,14.7,270.7,0
68.6,83.4,70.4,5,4.6,30,22.8,244.1,0
69.7,81.2,71.4,5.1,4.6,17,24.4,217.5,0
69.9,80.3,72.2,6.7,6.3,28,20.3,204.9,0
70.3,77.9,72.6,7.7,7.3,38,19.5,179.2,0
69.8,79.1,72.8,7,6.7,29,18.2,146.8,0
71.2,74.4,72.7,6,5.6,33,22,271.3,0
71.8,69.2,72.7,8.5,8.2,48,14.9,169.2,0
69.7,72.5,72.1,7,6.9,55,10.5,34.3,0
66.9,80.9,71,6.4,6.3,53,10.8,0,0
64.8,84.1,70,6.4,6.3,54,11,0,0
63.2,90.9,69,4.4,4.3,57,16.5,0,0
61.9,95.4,68.2,2.4,2.1,44,26.1,0,0
60.6,98.1,67.5,1.7,1,53,52.2,0,0
60.4,97.9,66.8,3.1,2.3,61,41.1,0,0
59.2,99,66.2,1.4,1.1,357,37.9,0,0
59.4,99.3,65.6,1.8,1.7,40,19.6,0,0
58.9,99,65,2.1,2,38,15.1,0,0
59.7,98.7,64.5,1.9,1.6,59,34.2,23.7,0
62.9,93.2,64.2,3.5,3.3,99,19.8,138.1,0
66.2,87.9,64.4,7.3,7.1,143,13.9,271.2,0
69.4,78.8,65.5,9.9,9.7,147,12.5,410,0
71.6,75,67.4,9.2,8.9,154,15.7,548.7,0
73.5,73.9,69.7,8,7.7,153,16.9,638.1,0
75.2,72.7,72.1,8.4,8,153,17.5,657.9,0
77.1,70.5,74.3,9.2,8.8,159,17.4,699.2,0
78.8,68.6,76.2,9.8,9.4,164,16.3,623.5,0
80.2,66.3,77.5,11.4,11.1,166,13.4,647.6,0
81.3,63.2,78.4,12.7,12.4,165,12.9,556.2,0
81.7,62.1,78.9,13.8,13.5,162,11.5,433.6,0
81.4,62.5,79,13,12.8,161,11.3,289.3,0
80.1,64.8,78.6,11.5,11.3,160,10.2,152.7,0
77.3,71.1,77.4,8.2,8.1,153,10.3,29.5,0
74.6,75.4,76.1,8.4,8.3,147,10.3,0,0
73.1,78.6,74.8,9.3,9.1,145,10.9,0,0
72.4,80.3,73.7,11.9,11.6,154,11,0,0
71.4,81.8,72.8,12.6,12.4,164,10.2,0,0
71.3,82.7,72,12.4,12.2,169,10.8,0,0
70.5,86.3,71.3,11,10.8,172,10.1,0,0
70.4,89.2,70.8,11,10.8,175,10,0,0
70.4,91.5,70.4,12.2,12,178,10.5,0,0
71,92.3,70,14.7,14.5,184,10.4,0,0
71.2,92.4,69.8,10.8,7.9,189,42,11.2,0
73.6,86.6,69.7,6.6,1.6,252,70.7,124.4,0
76.1,81.3,69.8,7.5,6.9,195,22.9,276.4,0
78.4,76,70.8,9.2,8.6,212,20.3,417.3,0
81.2,69.3,72.6,8.4,7.8,240,21.5,533.1,0
83.1,65.2,75.1,6.4,5.5,251,30.1,631.2,0
83.9,63.9,78,7.2,6.6,341,23.5,614,0
83.6,66.4,80.6,6.1,5.5,7,25.5,426.2,0
85.3,64.4,82,6.7,5.9,21,28.1,647.6,0
85.3,65.3,84,7.8,7,28,25.9,498.3,0
83.8,63.8,85,9.4,8.8,29,20.2,424.3,0
84.2,57.8,85.4,9.1,8.4,27,21.7,426.6,0
83,57.2,85.6,9.2,8.6,27,20.7,292.5,0
81.4,57.6,84.9,7.4,7,28,19.3,152.3,0
79.2,63.5,83.2,6,5.8,48,15.3,31,0
74.1,76.1,81.4,2.6,2,10,39.5,0,0
71.5,83,79.7,3.1,2.9,350,19.1,0,0
69.8,86.6,78.2,3.1,2.8,3,27.2,0,0
68.1,88.9,76.7,2.4,1.8,18,39,0,0
67.6,88.5,75.5,2.7,2.1,24,36.8,0,0
67.1,88.1,74.4,4,3.7,64,21.5,0,0
65.6,90.5,73.3,4,3.7,60,23.7,0,0
65.5,90.5,72.4,5.1,4.8,57,18.4,0,0
64.8,92.9,71.6,4.3,4,63,21.9,0,0
65.7,94.5,70.8,7.1,6.9,52,13.2,6.3,0
68,90,70.4,9,7.7,18,30.4,13.4,0
69.2,85.5,70.3,7.8,7.1,56,23.7,94.6,0
70.8,78.9,70.4,8.4,7.7,42,22.5,148,0
71.8,75.7,70.8,8.7,6.4,97,41.1,147.1,0
75.3,71.8,71.3,10.4,8.6,110,33.6,520.6,0
79.3,64.1,73.4,10.3,9.7,93,19.7,688,0
81.4,63.1,76.6,9.1,8.3,106,24,721.5,0
82,63.6,79.8,8.9,8.3,122,22.6,717.2,0
82.6,67.2,82.4,7.7,7.1,128,22.4,457.3,0
83,68.7,83.8,5.8,5.4,135,21.8,425.8,0
83.9,68.6,84.5,6.2,5.7,116,22.1,378.2,0
84,70.9,84.9,6.9,6.4,105,21.5,286,0
83,74.4,84.7,7.1,6.7,96,17.9,125.6,0
81.1,80.3,83.6,6.1,5.7,100,18.2,29.8,0
78.8,86.9,82.2,5.6,5.3,103,17.8,0,0
77.9,87.3,80.9,6,5.6,124,20.6,0,0
76.9,84.3,79.7,8,7.8,159,12.4,0,0
76.7,81,78.6,10.5,10.3,177,9.9,0,0
77.2,78.4,77.6,12.7,12.5,187,10.3,0,0
77.1,77.8,76.7,12.8,12.6,189,10.5,0,0
76.8,76.7,76,15.3,15,194,10.4,0,0
76.5,75.8,75.3,15.7,15.4,196,10.7,0,0
75.6,77.5,74.7,13.4,13.2,199,10.4,0,0
74.4,80.3,74.2,11.7,11.5,196,10.7,3.6,0
74.4,81.6,73.7,10.6,10.4,193,11.4,86.3,0
77.9,74.3,73.5,11.7,11.4,215,13.4,262.4,0
80.8,68.8,74.1,11.7,11.5,227,12.8,398.6,0
83.4,63.8,75.8,10.2,9.3,256,24.1,532,0
84.9,63.4,78.1,12.5,11.9,330,16.6,623.5,0
84.7,64.4,80.5,17.5,17.2,347,10.6,593.3,0
84.8,62.7,82.5,16.2,15.8,352,11.8,711.2,0
84.7,60.2,84.4,15.1,14.7,351,13.6,688,0
84.6,52.2,86,13.7,13,356,17.1,647.6,0
84.9,51.3,87.2,12.8,12.1,357,18.5,561.4,0
83.8,52.4,87.8,11.6,10.8,1,21.5,437.9,0
82.4,48.9,87.7,8.4,7.5,8,26.5,303.9,0
80.7,48.6,86.8,9.2,8.7,356,18.2,160.6,0
76.8,47.6,85,8,7.6,356,17.1,35.3,0
71.8,52.5,83,5.5,5.2,356,17.6,0,0
67.4,64.9,81,6.7,6.6,349,10.2,0,0
66.2,63.5,79.2,4.5,4.1,1,25.2,0,0
63.7,66.7,77.5,3.4,3.1,32,25.5,0,0
63.8,64.1,76,5.3,5.1,32,17.9,0,0
59.3,76.9,74.6,2.6,1.8,101,44.2,0,0
58,79.6,73.3,2.2,1.8,99,32.3,0,0
56.6,83.5,72.2,1.6,1.4,94,32.3,0,0
57,83.9,71.1,1.9,1.7,353,24.7,0,0
58.6,80.5,70.3,2.5,2.3,34,21.8,18.4,0
62.9,73.3,69.6,2.6,2.5,52,17.4,112.2,0
65.9,71,69.6,4.4,3.8,80,29.2,134.9,0
68.4,67.4,70.2,5.2,4.9,118,20.9,200.1,0
70.3,63.4,71.1,6.1,5.7,117,20.5,286.2,0
70.6,62.2,72.2,6.8,6.4,108,20.3,163.3,0
71.9,58.8,73,6.9,6.4,94,21.2,255.6,0
70.1,67.7,73.8,7.5,6.6,130,28.4,174.8,0
68.2,71.6,74.2,8.8,8.5,140,14.6,241.2,0
70.4,66.1,74.8,9,8.5,131,19.3,583.3,0
71.2,65.5,76.5,8.8,8.2,116,20.5,481.9,0
71.3,69.1,77.9,8.7,8.2,113,20,425.4,0
72.1,70.5,78.7,8.4,7.9,99,19.8,286.4,0
71.6,66.9,78.7,7.6,7.2,94,18,141.5,0
69,72,77.8,6,5.6,85,18.6,24.9,0
67.1,78.5,76.6,7.8,7.4,60,18.6,0,0
64.7,85.4,75.4,5.7,5.2,72,23.7,0,0
63.8,88.1,74.3,6.9,6.6,91,17.4,0,0
63.2,87,73.3,6.8,6.5,96,17.4,0,0
62.5,90,72.4,6.6,6.2,117,20.6,0,0
62.4,93.2,71.6,7.3,7,132,15.9,0,0
62.7,95.1,71,7.1,4.6,123,47.8,0,0
63.8,94,70.5,3.8,2.6,83,45.8,0,0
62.6,96.8,70.1,4.1,3.8,50,24.5,0,0
62.5,98.4,69.7,4.5,3.7,88,34.6,3.7,0
65,95.9,69.3,4.2,3.9,71,22.1,108.4,0
69.7,87.3,69.3,4.7,3.8,129,34.5,226.4,0
74.6,78.5,70.2,7.9,7.6,185,14.5,292.4,0
78.4,72.2,71.6,5.8,4.2,260,42.8,329.6,0
76.9,73,73.3,11.7,11.3,351,15.1,605.4,0
79.6,65.6,76.1,7.1,6.3,33,27.5,694,0
82.5,62.2,79.2,6.9,6.1,84,26.7,688,0
86.2,57.4,82,6.6,5.9,114,25.3,695.7,0
89.1,54.1,84.6,6,5.3,101,27.6,642.4,0
92.5,47,86.7,4.8,3.7,99,38.6,548.3,0
92.9,48.6,88,4.8,4.1,11,29.6,391.1,0
90,57.6,88.4,6.7,6.1,9,25,278.7,0
86.6,65.3,87.8,7.1,6.4,19,26.1,123.2,0
82.4,74.4,86.3,7.8,7.3,27,19.8,9.2,0
78,80.9,84.6,6.7,6.2,24,21.8,0,0
75.7,85.5,82.9,5,4.9,353,11.6,0,0
74.2,89.1,81.4,3.8,3.5,7,25.5,0,0
72.7,90.5,80.2,4.7,4.2,17,25.5,0,0
71.4,92.5,79,6.3,6,39,17.9,0,0
70,94.9,77.9,4.5,4.2,32,17.8,0,0
68.6,97.1,76.9,2.6,2.3,16,26.9,0,0
67.8,98.3,76,3.1,2.7,18,27.2,0,0
67,98.6,75.2,4.3,4.1,27,18.9,0,0
66.7,99.1,74.4,5.6,5.3,36,18.9,4.5,0
67.2,96.7,73.8,7.4,7,44,17.8,66.5,0
